Unnamed: 0,Dates,Andhra Pradesh,Arunachal Pradesh,Assam,Bihar,Chandigarh,Chhattisgarh,DD,Delhi,DNH,DVC,Essar steel,Goa,Gujarat,Haryana,HP,J&K,Jharkhand,Karnataka,Kerala,Maharashtra,Manipur,Meghalaya,Mizoram,MP,Nagaland,Odisha,Pondy,Punjab,Rajasthan,Sikkim,Tamil Nadu,Telangana,Tripura,UP,Uttarakhand,West Bengal,Total Consumption,year,month,day,day_of_week,quarter,total_consumption,daily_growth_rate,rolling_7_day_avg,rolling_30_day_avg
1677,2018-08-17,158.3,2.3,34.0,98.0,5.3,88.1,7.5,121.0,17.7,67.6,10.2,9.0,301.9,198.2,29.5,34.6,23.3,155.2,42.1,368.4,2.1,5.6,1.4,177.4,2.2,109.5,6.2,238.0,231.5,1.2,294.6,168.5,4.5,385.3,42.4,180.9,3619.9,2018,8,17,4,3,7243.4,2.4511675931033317,7264.357142857143,7237.253333333332
1678,2018-08-18,161.6,2.3,35.0,95.9,5.2,88.2,7.7,117.9,17.9,67.9,12.4,9.0,284.1,192.4,29.0,36.4,25.3,161.0,44.5,387.7,2.3,5.4,1.5,179.9,2.3,106.1,7.6,224.9,226.2,1.1,289.6,177.3,4.6,393.5,41.7,185.0,3630.4,2018,8,18,5,3,7260.799999999999,0.24021868183450312,7222.4,7235.92
1679,2018-08-19,158.2,2.3,35.6,99.4,5.0,82.9,7.1,108.0,17.9,67.9,11.0,9.0,280.8,178.3,26.2,40.5,24.8,157.5,45.1,382.2,2.1,4.9,1.4,175.7,2.3,94.3,7.6,220.7,217.2,0.8,284.4,163.2,4.6,382.5,39.8,170.9,3507.1,2018,8,19,6,3,7019.2,-3.3274570295284245,7207.342857142858,7227.306666666666
1680,2018-08-20,158.5,2.2,33.2,92.5,5.8,81.5,7.3,117.6,18.1,64.3,11.0,9.0,294.1,189.6,28.5,41.9,23.2,166.6,53.6,398.4,2.2,5.0,1.4,171.6,2.2,91.9,7.7,238.1,222.9,1.0,304.9,141.6,4.8,370.7,41.1,164.6,3568.6,2018,8,20,0,3,7137.2,1.681103259630734,7180.1285714285705,7231.759999999999
1681,2018-08-21,164.8,2.2,33.7,93.9,5.9,81.8,7.6,119.4,18.2,65.9,10.2,9.0,300.5,194.1,28.6,43.6,23.8,176.5,57.8,379.8,2.1,5.1,1.5,160.2,2.2,100.6,8.1,237.1,221.4,1.2,317.0,150.0,4.8,389.3,43.1,167.6,3628.599999999999,2018,8,21,1,3,7257.199999999999,1.6813316146387702,7144.071428571428,7252.7300000000005
1682,2018-08-22,175.6,2.2,34.1,97.9,5.3,82.7,7.6,117.3,18.3,64.4,10.5,9.0,288.6,191.6,29.5,47.1,26.2,179.6,57.7,375.9,2.1,5.6,1.5,160.8,2.4,106.1,8.2,241.4,216.5,1.5,325.8,178.0,4.7,420.3,41.4,166.9,3704.3,2018,8,22,2,3,7408.6,2.086204045637463,7199.5,7267.676666666666
1683,2018-08-23,181.5,2.3,34.5,95.4,5.3,86.6,7.6,113.4,18.6,65.6,11.3,9.7,298.5,169.7,19.5,44.6,24.8,181.5,60.0,383.7,2.4,5.2,1.5,162.5,2.4,113.2,8.2,223.0,211.2,1.1,323.9,187.8,4.7,359.5,40.4,171.1,3627.5,2018,8,23,3,3,7259.7,-2.009826417946714,7226.585714285714,7270.736666666667
1684,2018-08-24,181.8,2.2,33.5,90.3,5.6,86.0,7.7,111.9,18.3,60.1,11.0,9.9,303.7,173.9,20.7,39.7,23.6,186.9,59.3,393.7,2.3,5.2,1.5,163.2,2.3,114.9,8.2,229.3,212.2,1.2,322.3,194.2,4.7,336.9,39.5,178.2,3630.9,2018,8,24,4,3,7266.799999999999,0.097800184580632,7229.928571428571,7276.1433333333325
1685,2018-08-25,179.8,2.3,33.5,85.8,5.4,87.1,6.2,107.6,18.4,55.6,11.4,9.8,300.8,181.2,21.1,41.9,22.4,182.8,55.8,398.2,2.2,5.5,1.5,162.6,2.3,109.6,8.2,237.4,216.8,1.0,316.2,198.5,4.7,322.6,36.6,175.6,3603.2,2018,8,25,5,3,7211.5999999999985,-0.7596190895579946,7222.9,7291.3133333333335
1686,2018-08-26,175.5,2.3,31.2,91.1,4.8,79.9,5.8,98.0,17.1,55.3,11.1,8.7,251.1,169.7,17.5,41.4,23.1,179.7,55.9,377.6,2.1,5.4,1.3,156.4,2.3,98.3,6.9,233.8,207.7,0.9,285.3,190.1,5.0,315.2,32.1,162.0,3401.6,2018,8,26,6,3,6803.2,-5.663098341560802,7192.0428571428565,7292.413333333333
1687,2018-08-27,175.4,2.6,31.9,92.4,5.9,71.4,6.8,111.7,17.9,62.1,10.5,8.6,290.3,178.4,28.8,43.6,24.1,178.3,59.2,393.1,2.2,5.8,1.5,161.5,2.3,94.4,7.2,249.9,214.9,1.0,302.7,174.6,4.7,328.6,36.0,169.3,3549.5999999999995,2018,8,27,0,3,7099.199999999999,4.350893697083702,7186.614285714285,7299.786666666666
1688,2018-08-28,169.3,2.4,32.7,92.9,5.9,73.5,7.7,107.6,18.3,64.1,11.1,8.6,314.8,171.0,30.5,42.6,22.5,176.1,60.8,401.2,2.5,5.6,1.4,163.2,2.3,90.3,7.2,254.1,222.4,1.1,302.0,188.0,4.7,335.8,38.7,176.4,3604.7,2018,8,28,1,3,7214.0,1.617083615055237,7180.442857142857,7310.633333333333
1689,2018-08-29,177.2,2.2,33.0,96.6,5.9,76.2,5.8,106.4,18.6,63.6,0.0,8.6,307.5,167.1,30.2,42.0,25.0,176.5,62.0,408.2,2.3,5.4,1.4,163.0,2.3,92.6,7.2,252.4,214.8,1.1,302.4,200.0,4.7,336.5,39.1,179.7,3612.7999999999993,2018,8,29,2,3,7230.299999999999,0.22594954255612532,7154.971428571429,7311.263333333333
1690,2018-08-30,183.8,2.2,33.8,92.5,5.9,79.8,7.7,111.0,18.9,65.0,11.1,8.6,307.4,176.9,29.8,41.7,22.8,180.1,63.8,418.0,2.2,5.2,1.5,165.5,2.3,95.1,7.2,254.0,218.2,0.8,308.1,210.4,4.7,342.9,39.0,175.4,3687.8,2018,8,30,3,3,7381.1,2.085667261386126,7172.314285714286,7311.363333333332
1691,2018-08-31,181.4,2.5,34.0,90.7,5.9,80.5,7.9,116.4,16.7,66.5,11.3,10.2,310.2,193.2,30.5,42.0,22.8,184.9,65.1,419.7,2.1,5.3,1.4,160.3,2.3,96.9,7.2,258.4,230.8,1.2,300.3,213.3,4.7,334.2,37.2,168.6,3711.7999999999993,2018,8,31,4,3,7428.4,0.6408258931595467,7195.400000000001,7313.043333333333
1692,2018-09-01,181.9,2.4,33.9,90.9,5.5,79.8,7.6,104.0,18.0,67.5,10.5,11.3,300.2,180.9,29.7,38.0,22.5,178.0,65.7,421.8,2.2,5.8,1.4,155.4,2.3,88.7,7.2,258.5,222.5,1.2,289.0,205.9,4.7,314.5,39.1,167.0,3610.6,2018,9,1,5,3,7226.099999999999,-2.7233320768940805,7197.471428571429,7304.553333333332
1693,2018-09-02,180.5,2.5,31.1,88.6,4.6,79.5,7.2,91.0,17.9,62.2,11.2,8.6,278.0,145.6,26.6,39.8,20.3,170.4,61.5,407.2,2.3,5.1,1.4,153.3,2.2,98.4,7.2,228.9,210.5,0.8,265.1,204.7,4.7,315.5,34.4,147.9,3411.2000000000003,2018,9,2,6,3,6827.900000000001,-5.510579704128071,7201.0,7279.79
1694,2018-09-03,182.6,2.4,31.4,79.2,6.4,91.7,7.6,117.2,16.9,66.6,9.9,11.6,338.0,198.7,28.9,42.3,21.3,191.1,66.7,442.6,2.4,5.8,1.4,181.0,2.3,102.2,7.7,268.2,234.3,1.1,312.0,209.4,4.2,315.4,37.9,147.0,3785.4,2018,9,3,0,3,7570.799999999999,10.880358528976686,7268.371428571429,7276.796666666666
1695,2018-09-04,185.4,2.4,32.9,82.3,5.9,92.9,7.5,115.5,17.5,69.1,10.2,11.6,342.9,201.8,28.4,43.0,22.6,187.1,65.7,440.6,2.4,5.9,1.4,186.3,2.2,107.9,7.7,273.6,237.5,1.3,299.7,212.0,4.3,334.5,38.4,152.1,3832.500000000001,2018,9,4,1,3,7665.000000000002,1.2442542399746737,7332.8,7284.223333333332
1696,2018-09-05,180.2,2.2,32.3,83.5,5.1,98.4,6.9,109.6,17.5,66.7,10.8,11.6,332.3,191.9,26.0,41.7,22.6,175.6,61.2,430.1,2.2,5.7,1.5,185.4,2.2,102.9,7.1,263.2,234.4,1.0,294.8,203.5,4.3,328.5,32.0,148.1,3723.000000000001,2018,9,5,2,3,7446.000000000002,-2.857142857142858,7363.614285714286,7282.69
1697,2018-09-06,181.6,2.2,33.3,80.9,4.9,96.1,7.4,105.7,17.9,66.8,11.1,11.6,344.1,170.8,24.9,40.7,22.0,183.2,64.9,446.0,2.2,5.6,1.4,185.4,2.2,98.2,7.5,254.8,235.1,1.0,309.6,209.1,4.7,324.2,34.5,156.9,3748.499999999999,2018,9,6,3,3,7496.999999999998,0.6849315068492734,7380.171428571428,7285.343333333333
1698,2018-09-07,178.4,2.1,34.7,85.3,4.8,88.7,7.7,105.0,17.5,67.0,10.8,10.0,349.2,164.3,26.8,33.4,22.6,183.9,63.7,456.1,2.2,5.7,1.6,187.4,2.2,97.5,7.5,216.6,235.1,0.9,313.3,205.3,4.7,330.9,33.7,152.1,3704.099999999999,2018,9,7,4,3,7412.799999999999,-1.123115913031869,7377.942857142858,7288.983333333333
1699,2018-09-08,173.8,2.1,30.8,84.6,5.2,79.8,7.7,109.9,18.2,66.3,12.4,9.5,355.2,166.9,26.4,40.1,22.6,183.5,63.2,452.7,2.3,5.7,1.7,171.3,2.2,98.9,7.5,217.0,228.1,0.8,270.3,201.3,4.7,336.6,36.4,159.0,3648.9,2018,9,8,5,3,7303.6,-1.4731275631340246,7389.0142857142855,7283.099999999999
1700,2018-09-09,174.8,2.2,33.1,88.5,5.5,84.4,7.6,116.9,18.3,67.1,11.5,9.5,341.4,176.0,26.9,42.5,23.0,185.0,62.2,434.2,2.4,5.7,1.5,174.9,2.5,109.5,7.5,226.2,210.5,1.3,305.3,200.2,4.7,374.4,38.8,166.9,3737.2,2018,9,9,6,3,7480.1,2.416616463114085,7482.185714285713,7275.236666666667
1701,2018-09-10,196.8,2.3,29.2,93.1,5.2,88.9,7.7,98.1,18.7,57.9,11.3,12.6,336.1,157.2,18.8,40.1,22.2,201.3,63.1,467.7,2.2,5.3,1.5,166.9,2.3,99.2,7.4,199.9,182.3,1.1,297.7,230.6,4.6,336.7,39.9,161.9,3667.8,2018,9,10,0,3,7335.6,-1.9317923557171657,7448.585714285715,7267.9400000000005
1702,2018-09-11,193.1,2.2,27.3,94.4,5.3,91.1,7.7,104.2,18.9,56.0,10.9,12.5,346.9,170.9,28.9,38.6,24.9,206.7,68.4,486.4,2.1,5.8,1.5,175.4,2.3,97.9,7.4,211.9,189.9,1.1,320.2,231.1,4.6,348.2,39.7,165.2,3795.4,2018,9,11,1,3,7595.0,3.5361797262664307,7438.585714285715,7283.62
1703,2018-09-12,184.2,2.2,27.2,96.9,5.1,92.7,7.8,107.4,19.0,56.6,10.4,12.8,355.9,168.7,28.6,38.9,25.4,204.3,69.7,487.6,2.2,5.9,1.4,180.7,2.1,92.9,8.0,208.9,201.0,1.2,319.4,219.8,4.4,338.9,39.1,166.7,3794.000000000001,2018,9,12,2,3,7588.000000000002,-0.09216589861749114,7458.8714285714295,7292.296666666666
1704,2018-09-13,180.4,2.4,30.4,95.3,5.0,96.8,6.6,106.5,16.2,62.6,10.9,12.1,362.5,170.2,27.9,37.3,25.4,193.8,69.5,466.1,2.2,4.2,1.5,188.1,2.2,95.5,8.0,205.3,203.3,1.1,313.3,217.0,4.4,339.6,38.2,168.3,3765.1,2018,9,13,3,3,7535.200000000001,-0.6958355297838836,7464.328571428572,7293.15
1705,2018-09-14,182.5,2.3,30.4,93.7,5.1,96.8,7.1,106.9,17.9,61.9,10.6,11.5,374.0,176.3,28.2,37.9,24.6,203.3,69.9,487.3,2.4,4.7,1.6,193.7,2.4,102.8,8.0,206.7,213.0,1.0,313.7,228.1,4.4,356.0,39.3,168.1,3869.4,2018,9,14,4,3,7743.5,2.764359273808248,7511.571428571428,7317.246666666668
1706,2018-09-15,185.0,2.3,30.6,99.3,5.0,99.6,7.6,103.2,18.3,58.1,10.4,11.7,375.7,175.9,28.7,36.3,25.2,203.7,70.2,449.1,2.3,4.8,1.5,199.5,2.4,107.6,7.8,212.3,216.7,1.1,305.5,228.6,4.9,368.8,40.3,165.1,3865.1,2018,9,15,5,3,7730.200000000001,-0.17175695744817698,7572.514285714286,7339.25
1707,2018-09-16,174.3,2.7,30.4,97.9,4.5,99.6,7.2,98.4,18.1,57.5,10.7,10.8,370.1,173.1,27.1,37.3,24.5,190.6,65.3,483.6,2.2,5.1,1.4,200.7,2.4,98.7,7.8,205.3,214.6,0.9,276.9,230.2,4.9,363.4,38.0,158.8,3788.6,2018,9,16,6,3,7583.6,-1.8964580476572457,7587.300000000001,7350.59
1708,2018-09-17,162.6,2.6,31.5,97.8,4.9,92.0,7.2,106.1,17.6,49.8,10.9,11.0,381.6,182.1,26.9,39.6,23.7,193.0,69.6,488.0,2.2,4.5,1.7,202.5,2.4,92.9,7.8,219.8,218.8,1.0,284.9,209.6,4.9,374.5,37.9,159.1,3817.2,2018,9,17,0,3,7640.200000000001,0.7463473811909926,7630.814285714286,7363.236666666667
1709,2018-09-18,162.0,2.4,34.1,97.9,5.0,94.4,7.4,107.5,18.3,49.1,10.5,12.1,388.0,184.9,29.1,39.5,24.2,195.6,70.5,491.0,2.4,5.2,1.7,209.3,2.5,96.5,7.1,224.9,226.2,1.1,295.6,189.1,5.5,383.6,39.1,169.5,3882.7999999999993,2018,9,18,1,3,7765.5999999999985,1.6413182900970824,7655.185714285714,7388.116666666667
1710,2018-09-19,165.1,2.4,33.0,97.9,4.9,98.9,7.3,108.6,18.5,50.5,10.5,12.7,395.7,188.9,30.4,38.5,24.7,200.3,70.3,484.5,2.2,4.8,1.8,210.6,2.4,96.5,7.0,226.3,229.0,1.1,292.6,195.1,4.9,392.2,39.0,177.3,3926.400000000001,2018,9,19,2,3,7852.800000000001,1.1229009992788974,7693.0142857142855,7411.97
1711,2018-09-20,163.5,2.4,33.7,84.5,5.5,96.4,7.3,108.9,18.6,61.3,9.8,12.7,399.3,189.3,28.5,40.9,23.8,201.9,69.2,482.1,2.4,5.0,1.5,212.3,2.2,89.5,7.3,215.4,233.7,0.6,295.2,201.0,4.4,382.6,42.6,152.5,3887.8,2018,9,20,3,3,7775.6,-0.9830888345558342,7727.357142857143,7429.25
1712,2018-09-21,153.3,2.4,32.8,65.8,5.2,75.3,7.5,104.2,18.3,60.7,10.7,12.6,403.2,181.5,30.0,42.8,19.1,199.2,68.8,474.0,2.3,4.9,1.4,199.5,2.3,90.0,7.5,238.2,230.1,1.2,310.6,182.5,4.5,333.9,40.7,133.6,3750.599999999999,2018,9,21,4,3,7501.199999999999,-3.528988116672682,7692.742857142858,7432.336666666667
1713,2018-09-22,158.6,2.2,31.9,81.3,4.1,77.4,7.6,91.8,18.6,62.8,11.1,12.5,393.3,121.7,27.4,39.4,21.2,199.1,69.6,447.0,2.2,5.0,1.7,164.4,2.1,100.9,7.5,167.4,204.2,1.2,312.1,180.0,4.5,289.7,36.4,145.9,3499.3,2018,9,22,5,3,7003.1,-6.6402708899909175,7588.871428571429,7423.783333333334
1714,2018-09-23,169.4,2.2,31.5,94.0,3.4,86.5,7.3,83.9,18.2,64.4,12.7,12.3,332.1,100.4,24.3,33.1,24.6,196.2,66.3,436.1,2.4,5.3,1.6,170.9,2.1,106.4,7.1,106.9,176.9,1.0,290.8,194.1,5.0,292.1,32.9,147.9,3342.3,2018,9,23,6,3,6684.6,-4.547985891962137,7460.442857142857,7404.376666666667
1715,2018-09-24,176.2,2.3,29.7,94.3,3.5,91.6,7.1,86.0,18.5,63.1,11.9,12.2,360.4,96.3,25.6,37.9,24.5,193.6,69.1,472.3,2.2,5.0,1.6,181.4,2.1,105.0,7.5,104.5,181.5,1.2,299.8,208.6,4.6,302.6,34.1,167.1,3484.899999999999,2018,9,24,0,3,6969.799999999998,4.266523052987425,7364.671428571428,7396.316666666667
1716,2018-09-25,178.1,2.4,27.8,97.6,3.8,91.5,7.4,81.0,18.7,59.9,11.2,12.9,376.8,110.5,25.6,40.9,24.6,192.0,70.6,485.2,2.3,5.1,1.7,189.8,2.4,96.1,6.8,112.2,192.1,1.1,312.6,218.4,4.7,314.8,34.6,170.8,3583.9999999999995,2018,9,25,1,3,7167.999999999999,2.843697093173425,7279.300000000001,7408.4766666666665
1717,2018-09-26,172.5,2.2,28.5,99.8,4.1,95.6,6.5,83.6,18.7,59.5,10.1,12.3,380.6,119.1,27.1,39.9,24.2,172.4,72.0,489.9,2.2,4.8,1.7,194.3,2.2,90.7,6.8,127.4,200.6,0.8,317.8,208.7,4.7,333.0,38.1,172.1,3620.6,2018,9,26,2,3,7245.099999999999,1.0756138392857162,7192.4857142857145,7413.34
1718,2018-09-27,170.5,2.3,30.0,101.8,4.3,99.3,7.0,88.4,18.6,58.5,10.9,12.3,383.9,126.0,26.1,38.6,25.1,167.6,70.8,488.8,2.4,5.3,1.6,197.4,2.1,96.7,7.5,136.8,202.8,1.1,314.2,209.0,4.6,345.2,38.6,179.0,3675.099999999999,2018,9,27,3,3,7350.199999999998,1.4506356019930555,7131.714285714285,7417.88
1719,2018-09-28,176.0,2.3,30.6,101.4,4.4,100.6,6.6,93.3,18.3,60.7,11.1,12.3,388.6,132.6,27.5,39.9,24.9,171.8,69.4,481.5,2.3,5.0,1.6,201.8,2.2,98.7,7.5,141.1,207.5,1.1,306.4,217.1,4.6,350.8,36.3,176.3,3709.6,2018,9,28,4,3,7423.7,0.9999727898560851,7120.642857142856,7424.326666666666
1720,2018-09-29,179.5,2.4,32.0,102.5,4.2,102.7,6.8,93.2,18.0,58.2,4.1,12.1,388.2,135.9,26.3,32.2,25.0,164.3,69.5,479.6,2.4,5.0,1.6,204.8,2.2,105.2,7.5,139.4,207.1,1.2,300.6,216.5,5.0,365.4,38.0,191.3,3729.9,2018,9,29,5,3,7459.8,0.48628042620257883,7185.885714285714,7426.95
1721,2018-09-30,182.3,2.3,28.1,98.5,3.5,100.1,6.8,89.1,17.4,61.1,4.4,13.1,378.8,129.5,24.4,38.5,24.6,162.2,64.6,478.9,2.2,5.1,1.4,206.5,2.3,109.9,7.5,140.1,209.4,1.1,283.4,216.7,5.0,350.4,37.5,177.0,3658.4,2018,9,30,6,3,7322.1,-1.8458939917960215,7276.957142857143,7423.406666666666
1722,2018-10-01,184.4,2.2,29.1,98.9,4.2,102.4,6.5,94.4,17.1,53.1,5.9,13.2,386.4,135.5,26.2,38.9,23.4,175.6,72.1,491.5,2.2,5.2,1.4,208.6,2.4,114.8,7.5,157.0,211.7,1.1,295.0,213.9,5.0,362.5,37.7,171.2,3752.6,2018,10,1,0,4,7510.8,2.5771295120252447,7354.242857142856,7432.896666666667
1723,2018-10-02,189.1,2.0,28.3,104.0,3.6,101.4,6.0,83.7,16.5,57.9,4.9,13.2,398.2,133.7,23.3,40.0,24.2,168.7,65.0,486.1,2.4,5.2,1.4,209.8,2.4,123.5,7.5,151.8,211.5,0.9,277.0,208.6,5.0,357.2,32.5,174.7,3715.4,2018,10,2,1,4,7436.6,-0.9879107418650501,7392.614285714285,7453.186666666666
1724,2018-10-03,192.5,2.3,27.6,98.4,4.2,102.0,6.5,95.7,17.1,58.0,6.0,12.2,398.2,146.0,26.3,27.8,24.2,186.0,66.8,499.4,2.4,4.9,1.4,212.4,2.4,114.7,7.5,170.9,214.4,1.2,280.2,209.7,5.0,362.4,36.7,181.7,3799.8,2018,10,3,2,4,7604.9,2.2631310007261263,7444.0142857142855,7454.323333333334
1725,2018-10-04,188.6,2.3,29.3,98.4,4.2,103.7,6.9,98.7,16.4,55.5,5.9,13.2,401.6,154.4,26.1,39.3,22.4,183.1,66.9,485.8,2.2,5.0,1.6,213.7,2.3,115.8,7.5,174.7,217.7,1.2,268.2,218.0,5.0,359.6,38.4,181.9,3809.6,2018,10,4,3,4,7625.099999999999,0.26561821983195344,7483.285714285715,7452.993333333333
1726,2018-10-05,182.5,2.2,29.8,93.8,4.1,104.4,5.6,97.3,17.0,58.0,6.7,14.0,396.2,156.1,27.4,40.1,21.1,181.4,68.5,488.3,2.3,5.0,1.6,216.1,2.3,117.8,7.5,177.1,219.9,1.1,262.2,227.6,5.0,358.9,38.1,192.6,3823.8,2018,10,5,4,4,7653.4,0.37114267353870467,7516.099999999999,7459.906666666667
1727,2018-10-06,183.7,2.1,28.7,97.4,3.9,103.9,6.8,91.9,17.5,61.3,6.6,14.2,397.2,154.3,27.2,40.1,24.6,176.9,68.3,494.8,2.3,4.9,1.5,219.9,2.3,115.3,7.5,177.9,216.7,1.2,254.1,229.4,5.0,352.1,38.5,173.3,3797.2,2018,10,6,5,4,7600.5,-0.6911960697206454,7536.199999999999,7463.3566666666675
1728,2018-10-07,186.5,2.3,27.0,95.0,3.3,103.9,7.2,84.9,17.3,62.7,6.2,14.0,385.5,140.9,25.3,38.9,24.3,166.8,63.1,491.1,3.1,4.8,1.6,219.3,2.3,116.0,7.5,165.2,209.5,0.9,244.2,228.3,5.0,360.7,35.2,162.7,3705.999999999999,2018,10,7,6,4,7418.499999999998,-2.394579303993183,7549.971428571428,7463.546666666667
1729,2018-10-08,193.2,2.2,25.7,93.5,3.8,103.9,7.1,91.5,16.6,60.9,5.8,14.1,394.8,144.5,27.1,38.7,23.0,187.3,66.2,510.0,2.3,4.7,1.8,225.4,2.4,112.8,7.5,172.0,216.9,1.1,261.2,229.3,5.0,351.2,37.3,182.9,3817.9,2018,10,8,0,4,7641.6,3.0073464986183573,7568.6571428571415,7474.8133333333335
1730,2018-10-09,195.8,2.1,26.4,94.0,3.8,104.0,7.0,92.3,17.8,60.8,6.0,14.1,392.7,154.0,27.1,32.5,24.9,192.9,66.7,503.1,2.2,4.8,2.0,228.3,2.4,113.8,7.5,163.1,213.8,1.2,270.7,233.4,5.0,350.2,37.3,170.7,3818.7999999999993,2018,10,9,1,4,7643.199999999999,0.020938023450556287,7598.171428571428,7480.25
1731,2018-10-10,190.5,2.2,27.2,94.2,3.9,101.2,6.8,94.3,18.2,61.2,6.5,10.7,378.0,153.9,27.7,40.5,24.8,197.4,68.2,517.7,2.4,4.6,1.6,232.9,2.3,110.0,7.5,163.8,224.3,1.3,285.2,228.0,5.0,347.3,37.2,150.5,3823.6,2018,10,10,2,4,7652.6,0.12298513711537229,7604.985714285714,7490.816666666667
1732,2018-10-11,188.5,2.2,26.6,83.6,3.6,98.4,6.9,88.3,18.2,59.7,6.4,10.5,395.0,138.3,26.3,37.5,19.7,199.7,68.5,513.0,2.1,4.9,1.5,234.5,2.2,87.1,7.4,151.4,219.8,1.3,290.1,222.7,3.8,333.6,32.4,137.9,3723.6,2018,10,11,3,4,7447.200000000001,-2.6840550923868944,7579.571428571428,7485.889999999999
1733,2018-10-12,194.0,2.2,24.9,73.5,3.6,99.0,7.0,81.9,17.9,61.0,5.8,10.9,396.0,138.6,27.5,40.4,19.4,208.7,70.7,513.1,2.1,4.8,1.7,236.6,2.1,86.0,7.7,152.0,220.0,1.3,300.7,227.8,3.5,317.7,35.2,140.9,3736.2,2018,10,12,4,4,7472.4,0.33838221076376573,7553.714285714285,7482.036666666667
1734,2018-10-13,192.2,2.0,24.8,81.1,3.3,100.6,7.2,75.3,17.6,62.2,6.0,11.1,387.2,139.4,27.6,38.6,23.3,215.1,69.9,514.6,2.0,5.3,1.8,239.2,2.0,93.3,7.7,146.4,218.1,1.2,307.2,218.1,4.6,312.3,35.1,133.1,3726.499999999999,2018,10,13,5,4,7452.999999999998,-0.2596220759060186,7532.642857142857,7479.296666666665
1735,2018-10-14,191.2,2.2,24.1,87.2,3.0,101.3,7.1,70.7,17.4,63.2,7.5,11.1,374.8,129.1,25.1,38.1,23.5,205.5,63.6,504.5,2.1,5.0,1.6,240.1,2.0,93.7,7.7,135.4,214.4,1.0,289.0,214.8,4.6,289.9,32.9,130.3,3609.500000000001,2018,10,14,6,4,7224.200000000001,-3.0699047363477505,7504.885714285714,7461.986666666666
1736,2018-10-15,194.3,2.3,25.3,81.4,3.4,101.1,7.2,75.1,17.4,58.7,7.3,11.1,383.8,140.3,26.6,38.8,24.5,203.5,69.5,515.2,2.4,5.3,1.7,245.2,2.3,107.0,7.7,143.4,217.4,1.1,294.1,219.5,4.6,294.9,35.0,142.5,3705.9,2018,10,15,0,4,7416.8,2.6660391462030253,7472.771428571427,7451.54
1737,2018-10-16,191.2,2.2,25.7,81.3,3.4,100.9,7.2,79.6,17.6,62.5,6.6,11.1,384.0,145.9,27.2,38.6,24.3,194.3,67.2,516.3,2.2,5.0,1.8,249.1,2.4,96.5,7.3,137.2,220.6,1.2,299.0,218.8,4.2,295.3,35.9,136.1,3699.7,2018,10,16,1,4,7399.4,-0.23460252399957193,7437.942857142857,7445.4
1738,2018-10-17,183.2,2.3,24.0,82.2,3.4,100.7,7.1,80.9,17.6,63.1,6.8,11.1,370.5,146.0,27.4,38.9,24.6,169.2,67.6,511.7,2.3,5.0,1.9,253.3,2.5,99.9,7.2,140.6,221.4,1.1,286.8,207.6,4.1,317.8,36.0,125.6,3651.4,2018,10,17,2,4,7302.8,-1.3055112576695338,7387.971428571429,7434.153333333333
1739,2018-10-18,172.6,2.2,22.5,82.2,3.4,101.5,6.1,80.4,15.8,61.4,8.0,9.7,358.3,146.3,27.0,40.2,24.5,151.5,63.1,463.4,2.2,4.9,1.8,252.1,2.6,99.8,6.1,137.2,219.6,1.0,254.1,192.0,5.0,333.4,35.6,116.1,3503.5999999999995,2018,10,18,3,4,7007.199999999999,-4.04776250205402,7325.114285714286,7408.873333333334
1740,2018-10-19,170.2,2.1,19.2,78.3,3.0,98.6,5.7,69.6,15.4,56.0,7.8,10.4,365.7,132.2,22.8,39.3,21.8,149.6,66.5,484.0,2.2,4.9,1.8,248.5,2.1,99.9,6.8,123.7,211.9,0.8,268.9,197.6,3.9,314.3,31.9,127.0,3464.4,2018,10,19,4,4,6928.8,-1.1188491836967462,7247.457142857143,7378.073333333333
1741,2018-10-20,175.1,2.0,22.3,77.5,3.2,97.8,6.9,71.4,17.0,61.3,8.4,10.6,374.7,134.1,25.3,40.1,22.8,157.8,67.2,506.3,2.6,5.2,1.8,251.5,2.3,107.1,6.7,127.9,215.9,0.9,273.1,219.1,3.9,304.9,34.0,128.9,3567.6,2018,10,20,5,4,7135.2,2.9788708001385444,7202.057142857143,7356.7266666666665
1742,2018-10-21,181.1,2.1,24.6,80.8,2.9,99.0,7.5,66.4,17.4,60.2,7.9,9.3,363.1,130.1,24.7,38.0,24.2,164.5,62.3,498.2,2.3,5.2,1.8,251.6,2.2,104.2,6.7,128.4,215.4,0.9,262.4,217.4,3.9,299.7,33.7,134.2,3529.899999999999,2018,10,21,6,4,7064.199999999999,-0.9950667115147582,7179.199999999999,7342.16
1743,2018-10-22,188.7,2.2,24.5,81.3,3.3,97.5,7.4,72.8,17.3,59.6,10.7,9.3,366.7,132.1,26.1,38.7,24.4,185.0,66.8,514.0,2.3,4.9,1.9,243.7,2.1,100.9,6.7,132.3,210.9,1.2,280.7,224.5,3.9,290.9,35.0,156.4,3626.7,2018,10,22,0,4,7253.4,2.6782933665524755,7155.857142857143,7350.503333333332
