city,date,irradiance,temperature,humidity,wind_speed,AC_POWER,DC_POWER,IRRADIATION,solar_performance_score,Unnamed: 0,Dates,Andhra Pradesh,Arunachal Pradesh,Assam,Bihar,Chandigarh,Chhattisgarh,DD,Delhi,DNH,DVC,Essar steel,Goa,Gujarat,Haryana,HP,J&K,Jharkhand,Karnataka,Kerala,Maharashtra,Manipur,Meghalaya,Mizoram,MP,Nagaland,Odisha,Pondy,Punjab,Rajasthan,Sikkim,Tamil Nadu,Telangana,Tripura,UP,Uttarakhand,West Bengal,Total Consumption,year,month,day,day_of_week,quarter,total_consumption,daily_growth_rate,rolling_7_day_avg,rolling_30_day_avg,installation_cost,tariff_rate,annual_savings,maintenance_cost,subsidy,net_installation_cost,roi,payback_period,income,urbanization_score,solar_adoption
Ranchi,2020-05-30,6.1322,30.3,52.61,2.07,301.15681564388825,3078.7466348776184,0.2278651475883544,3.790631005788724,2327,2020-05-30,186.4,1.9,25.6,91.0,3.4,74.6,4.8,73.3,9.3,53.2,17.6,10.6,326.5,96.1,19.6,41.8,24.9,183.5,70.5,461.2,2.5,5.4,1.7,206.0,2.0,75.1,8.0,127.5,186.9,1.2,306.6,164.0,3.6,282.0,28.2,129.5,3306.0,2020,5,30,5,2,6612.0,-5.140381332223876,7206.800000000001,6646.9766666666665,555754,7.088621016929949,779197.0844592119,11115.08,111150.8,444603.2,172.75674229497494,0.5705907250895883,1069474,0.5902639388856225,1
Ranchi,2020-05-31,5.6405,29.99,56.75,1.34,249.73370133051708,2553.9185660072176,0.1841215946829328,2.860683421839729,2328,2020-05-31,184.1,2.0,25.1,78.0,3.4,74.0,4.4,73.3,9.1,48.3,16.0,9.1,319.2,96.1,19.6,41.8,21.2,168.5,63.5,443.5,2.2,5.5,1.7,204.8,2.2,84.9,7.2,127.5,186.9,0.9,288.5,145.9,4.1,282.0,28.2,120.4,3193.1000000000004,2020,5,31,6,2,6386.200000000001,-3.415003024803376,7069.171428571429,6664.65,451492,10.879630152707303,991708.7621070832,9029.84,90298.4,361193.6,272.0643228747916,0.3642130125174656,2383151,0.4332467489716556,0
Ranchi,2020-06-01,5.8829,27.86,67.07,2.78,241.33120264978788,2466.919523359967,0.1838462953921675,2.8114872508835966,2329,2020-06-01,178.2,1.6,24.2,94.1,3.9,72.7,4.5,74.6,9.2,54.9,15.9,9.1,325.4,109.4,22.7,41.3,20.3,164.5,68.3,388.3,2.5,5.2,1.5,200.7,2.2,80.3,7.7,134.9,197.4,1.2,303.3,138.5,4.4,331.0,29.4,123.1,3246.4,2020,6,1,0,2,6492.8,1.669224264821012,6928.785714285716,6681.33,699522,10.40975946011763,916952.915978896,13990.44,139904.4,559617.6,161.3534806587384,0.6103006816897435,270640,0.9843514074029039,0
Ranchi,2020-06-02,4.3538,26.94,67.59,1.74,310.66454541812976,3176.1546364767623,0.2262529446429115,4.039883290228578,2330,2020-06-02,172.0,2.0,24.8,99.6,4.0,73.7,4.6,81.1,9.2,57.9,17.8,8.2,314.4,119.1,24.3,42.7,23.6,155.9,65.6,374.1,2.4,5.0,1.6,184.4,2.2,75.6,7.7,141.5,201.2,1.3,305.1,140.2,4.4,348.7,33.2,130.9,3255.8,2020,6,2,1,2,6515.799999999999,0.3542385411532622,6781.5,6701.130000000001,691072,6.610375781220037,749567.4262972442,13821.44,138214.4,552857.6,133.0805593153181,0.7375678865384362,396582,0.14958064266756577,0
Ranchi,2020-06-03,4.4678,27.01,61.71,1.85,313.6845465959038,3207.1259654874643,0.2308179878029488,4.137346270936916,2331,2020-06-03,175.3,2.0,23.2,106.7,4.1,76.8,2.8,85.7,7.1,59.6,17.4,7.7,301.9,127.1,24.6,43.3,26.6,144.6,65.6,288.2,2.6,5.2,1.4,182.9,2.3,77.0,7.7,140.0,203.8,1.3,311.9,139.7,4.4,365.4,35.3,138.6,3205.5,2020,6,3,2,2,6415.300000000001,-1.542404616470705,6639.314285714287,6714.986666666667,238304,5.919345884865646,677734.6754640193,4766.08,47660.8,190643.2,352.99900309269844,0.2812943259471681,2200991,0.46459859663581016,0
Ranchi,2020-06-04,4.4662,26.81,67.45,1.47,348.81831807760136,3567.7541219780264,0.2645036245518558,4.582115335423527,2332,2020-06-04,174.3,2.0,23.9,100.7,4.1,76.4,4.1,85.1,8.9,59.5,17.7,8.4,298.3,126.0,24.9,44.4,25.0,166.4,66.3,283.6,2.4,5.1,1.7,143.2,2.3,79.6,7.7,146.5,201.2,1.4,319.5,142.8,4.4,342.0,35.1,148.8,3179.4,2020,6,4,3,2,6363.1,-0.8136797967359444,6536.5,6723.79,704999,11.07638025772605,1410230.1811391015,14099.98,140999.80000000002,563999.2,247.5411669270279,0.3999338601664123,600573,0.6804566263593252,1
Ranchi,2020-06-05,4.6987,27.98,67.39,3.9,324.3144980561957,3316.573958372721,0.2453064743159736,4.187136047529455,2333,2020-06-05,181.6,1.9,26.0,74.0,3.9,74.9,4.9,81.0,10.0,61.1,17.4,8.8,288.9,121.4,25.3,42.8,24.7,177.3,66.4,335.2,2.5,5.3,1.7,149.8,2.2,84.5,7.6,151.0,198.0,1.4,321.4,149.2,3.2,284.9,32.9,141.3,3164.4,2020,6,5,4,2,6328.799999999999,-0.5390454338294437,6444.857142857143,6731.493333333333,531593,11.742656574080923,1390034.5270243096,10631.86,106318.6,425274.4,324.3559139756142,0.3059449861043462,1674271,0.3955450838799687,0
Ranchi,2020-06-06,6.6684,28.12,60.42,2.36,273.06653265259115,2792.8550195045905,0.2092881796340456,3.4253800892322954,2334,2020-06-06,186.6,1.7,24.2,85.3,3.9,76.5,5.1,80.2,10.0,62.3,12.4,8.4,279.5,129.4,24.7,35.0,26.5,175.2,64.2,357.0,2.4,4.5,1.7,162.3,2.1,93.9,7.6,143.4,206.1,1.4,299.3,153.9,4.3,324.9,34.2,157.4,3247.5000000000005,2020,6,6,5,2,6495.000000000001,2.626090254076629,6428.142857142857,6743.356666666668,351836,5.219116196232614,520185.5765739204,7036.72,70367.2,281468.8,182.3110968512036,0.5410920094359687,261476,0.9746998518706899,0
Thiruvananthapuram,2020-05-15,5.4394,27.65,89.58,4.25,281.8991603902216,2879.8562655433675,0.2143210750888085,2.9989196322598706,2312,2020-05-15,181.9,2.0,22.2,100.6,3.4,79.4,4.2,72.0,7.5,49.7,13.9,10.0,306.3,120.4,21.9,43.2,23.2,209.5,71.9,405.5,2.3,5.1,1.6,202.9,2.1,81.2,8.5,121.2,219.7,1.2,303.5,156.8,3.9,339.7,30.1,145.2,3368.9,2020,5,15,4,2,6742.599999999999,1.589549652709743,6476.0,6003.933333333334,308940,10.1188904688158,1041164.9554425232,6178.8,61788.0,247152.0,418.76503343793416,0.2373800244889431,1555531,0.7218876279269351,1
Thiruvananthapuram,2020-05-16,4.1081,28.22,84.34,4.16,293.8778807796024,3002.1393577453105,0.2121702088962662,3.175236474799966,2313,2020-05-16,185.5,1.9,22.1,101.9,3.5,76.5,4.3,73.3,7.6,53.0,16.2,8.9,306.5,128.5,22.4,43.8,25.9,204.1,71.2,405.1,2.2,5.1,1.5,205.5,2.4,81.3,8.5,129.8,225.2,0.9,296.5,152.8,3.9,350.6,30.5,151.7,3405.6,2020,5,16,5,2,6816.200000000001,1.09156705128588,6511.099999999999,6033.223333333333,465517,11.36667157663473,1219250.874377592,9310.34,93103.4,372413.6,324.89160824889103,0.3054443530711084,1415856,0.6569838575644931,1
Thiruvananthapuram,2020-05-17,4.147,28.68,82.52,5.42,312.96183204783614,3200.565600194744,0.238868522489879,3.766244306500447,2314,2020-05-17,177.6,1.9,21.5,101.6,3.4,75.7,3.8,75.7,7.3,51.4,16.3,9.1,299.7,128.2,20.6,43.0,26.3,192.5,63.7,404.9,2.4,4.8,1.5,204.5,2.2,81.3,8.5,135.7,220.8,0.9,277.3,144.2,3.9,361.1,28.0,149.0,3344.7,2020,5,17,6,2,6695.0,-1.77811683929463,6590.5142857142855,6057.35,585777,11.00152064464749,1256715.460535254,11715.54,117155.4,468621.6,265.67275612887966,0.3728936595613677,875510,0.7570592676112233,1
Thiruvananthapuram,2020-05-18,2.6098,27.78,86.66,5.99,222.99702127311505,2278.668814254924,0.1590258863064431,2.463815608425709,2315,2020-05-18,174.1,1.9,27.6,105.9,3.8,76.3,4.2,78.7,7.4,52.9,14.9,10.3,303.5,135.5,22.4,43.3,26.9,169.2,63.3,418.3,2.6,5.0,1.5,205.3,2.1,83.4,8.5,142.3,225.6,1.3,270.5,149.5,3.9,367.1,30.6,157.7,3391.9,2020,5,18,0,2,6789.2,1.40702016430172,6685.128571428571,6089.726666666667,751638,11.75164330589146,956512.2300814472,15032.76,150327.6,601310.4,156.57129330898772,0.6286482832535398,1098320,0.952648638038717,1
Thiruvananthapuram,2020-05-19,4.2751,28.29,85.55,5.52,267.4625583268417,2732.640628746392,0.1974073712280035,3.1133584237305145,2316,2020-05-19,164.7,1.9,30.9,102.2,3.9,76.2,4.4,81.3,7.9,52.7,14.8,10.5,307.0,134.0,23.6,44.2,26.5,174.0,65.6,420.9,2.6,5.2,1.7,208.3,2.1,74.2,8.5,143.6,231.8,1.2,274.7,151.3,3.9,370.6,31.7,148.2,3401.3,2020,5,19,1,2,6808.099999999999,0.2783833146762227,6730.228571428571,6125.856666666668,749639,10.32065854906668,1007542.254790175,14992.78,149927.80000000002,599711.2,165.50457533395658,0.5952212941219007,834736,0.9078186529846402,1
Thiruvananthapuram,2020-05-20,5.4142,28.79,82.27,5.37,314.0457938884043,3215.0632596869136,0.2400729240189435,4.604665450162271,2317,2020-05-20,175.5,2.0,28.4,93.3,4.0,74.8,4.4,82.3,8.1,47.3,15.0,10.6,308.6,139.8,23.8,45.3,19.3,188.0,70.1,426.2,2.4,5.0,1.6,203.8,2.2,57.4,8.5,145.4,230.0,1.2,296.7,159.8,3.9,383.2,32.9,75.1,3371.2000000000003,2020,5,20,2,2,6747.1,-0.8959915394897044,6747.9,6159.816666666667,537497,8.096091336666372,928028.3523939946,10749.94,107499.4,429997.6,213.3217516548917,0.4633448272845626,1787261,0.7242853081264119,1
Thiruvananthapuram,2020-05-21,1.7059,27.77,82.02,4.21,484.4608548279167,4956.921158773319,0.3787740493182112,6.39677026960725,2318,2020-05-21,186.9,2.1,20.2,81.6,4.2,78.0,4.5,84.8,8.2,47.3,16.6,10.6,316.6,142.4,24.3,43.4,17.4,196.5,71.2,434.5,2.8,4.4,1.5,207.2,2.3,70.0,8.5,160.4,233.5,1.1,302.2,166.9,3.9,382.7,33.7,51.5,3419.3,2020,5,21,3,2,6843.2,1.4243156319011074,6777.342857142857,6201.990000000001,407869,7.183663933465914,1270274.4490512304,8157.38,81573.8,326295.2,386.802217455614,0.2568696421266034,2207635,0.7491616391012831,1
Thiruvananthapuram,2020-05-22,5.4415,27.9,80.21,4.1,309.5809210920232,3166.017998627707,0.2399508697316888,3.8626216955439454,2319,2020-05-22,192.3,2.0,21.7,92.5,4.5,79.2,4.5,91.7,8.6,52.5,16.3,10.3,317.1,154.5,24.8,44.9,23.5,201.3,72.4,442.1,2.4,4.7,1.7,209.3,2.3,77.2,8.5,168.2,237.2,1.3,306.5,173.3,3.9,402.6,35.2,78.3,3565.1,2020,5,22,4,2,7134.4,4.255319148936176,6833.314285714286,6246.483333333334,265953,7.245199183066893,818686.0343549931,5319.06,53190.600000000006,212762.4,382.2888698167501,0.2598824594402255,1426607,0.14592207403514545,0
Thiruvananthapuram,2020-05-23,6.1718,28.43,84.06,4.21,380.9419243993407,3896.9444239727577,0.2933331639016568,4.962811838029397,2320,2020-05-23,195.9,1.5,23.6,98.6,4.6,79.4,4.6,95.2,8.1,54.7,16.5,10.7,315.2,158.0,24.1,41.2,27.3,201.2,74.0,443.5,2.5,5.1,1.4,216.6,2.1,84.5,8.5,171.0,244.1,1.3,311.9,168.1,3.9,417.5,36.1,102.9,3651.1,2020,5,23,5,2,7306.5,2.4122561112357,6903.357142857143,6295.37,700328,10.070958708298818,1400304.3926732622,14006.56,140065.6,560262.4,247.43724238379409,0.4001001516750767,266234,0.10279240449266569,0
Thiruvananthapuram,2020-05-24,5.7521,28.52,85.58,5.06,331.3531300728466,3390.319078053461,0.2597622941068829,4.231194467057071,2321,2020-05-24,194.0,1.6,22.9,109.2,4.5,83.8,4.1,98.0,8.7,55.0,17.3,10.0,312.2,154.3,22.4,46.2,27.7,192.6,69.7,447.4,2.4,4.6,1.6,216.2,2.1,85.0,7.6,168.3,245.8,0.9,302.2,172.3,4.3,426.9,34.6,118.4,3674.8,2020,5,24,6,2,7349.6,0.589885718196137,6996.871428571429,6345.823333333334,203267,10.22085908421675,1236150.4820998786,4065.34,40653.4,162613.6,757.6765670890248,0.1315482789566895,1812818,0.5709045018441643,1
Thiruvananthapuram,2020-05-25,5.4461,28.29,86.18,3.75,374.5515346174102,3834.449084009233,0.29073825950854,5.110555584043095,2322,2020-05-25,191.6,1.5,20.0,105.8,5.0,85.8,4.4,101.5,9.0,55.3,17.3,10.6,319.8,162.7,24.5,47.4,28.3,200.9,75.9,457.9,2.4,4.3,1.7,220.3,2.1,85.8,7.6,175.9,249.6,1.1,306.3,177.1,4.3,426.5,36.1,113.4,3735.8,2020,5,25,0,2,7475.500000000001,1.7130183955589515,7094.914285714285,6401.906666666667,282745,6.402514004840988,875296.0777617684,5654.900000000001,56549.0,226196.0,384.4635527426517,0.2584219755176245,2475504,0.01836763694054,0
Thiruvananthapuram,2020-05-26,5.9261,28.07,87.66,3.45,332.7624370853408,3403.815119968726,0.257447463283904,4.12586275347288,2323,2020-05-26,193.5,1.3,15.7,108.9,5.4,87.1,4.7,106.9,9.3,56.7,17.5,10.9,323.1,167.8,25.4,44.4,27.9,187.3,77.4,462.7,1.8,3.7,1.3,218.0,1.6,86.7,7.6,184.3,253.8,1.2,318.9,176.3,4.3,425.3,36.3,120.2,3771.6,2020,5,26,1,2,7546.800000000001,0.9537823556952764,7200.442857142857,6470.550000000001,357164,11.076859694433717,1345376.4319178336,7143.28,71432.8,285731.2,468.3538766217457,0.2123799561530407,609995,0.48235638155159155,0
Thiruvananthapuram,2020-05-27,4.5998,28.31,87.58,3.2,285.4326782238401,2916.9235397521443,0.2201191109291045,3.1892448036591685,2324,2020-05-27,194.8,1.4,17.8,79.3,5.5,86.7,4.8,110.4,9.2,53.8,17.3,10.8,321.1,168.2,25.6,41.3,24.4,187.0,77.7,460.7,1.8,4.2,1.6,218.3,1.8,88.2,8.2,182.7,260.7,1.2,324.6,176.9,1.9,395.3,35.5,104.6,3705.2999999999993,2020,5,27,2,2,7410.5999999999985,-1.804738432183206,7295.228571428571,6534.8966666666665,735626,10.004468281415733,1042294.7941560324,14712.52,147125.2,588500.8,174.61017455813692,0.5646197589010908,2492156,0.2103495799188686,0
Thiruvananthapuram,2020-05-28,3.8045,27.95,89.27,3.23,370.26235136925806,3788.58341870952,0.2892487116306813,4.893855943973852,2325,2020-05-28,195.4,1.6,23.4,79.0,5.0,90.0,4.6,105.6,9.4,51.7,16.8,10.7,321.5,139.3,24.2,43.3,22.2,192.1,74.3,457.3,2.2,4.8,1.3,210.9,2.1,79.3,7.8,150.3,249.4,1.3,307.0,180.5,3.2,350.0,34.1,89.8,3541.4000000000005,2020,5,28,3,2,7082.800000000001,-4.42339351739397,7329.457142857143,6582.003333333333,331484,8.939252004403679,1208101.9903209938,6629.68,66296.8,265187.2,453.0657250127434,0.2195071133211412,666152,0.34601656764483957,0
Thiruvananthapuram,2020-05-29,2.3095,27.69,85.26,3.06,478.5977366602617,4896.060546520335,0.3660857445467344,5.9730673078322445,2326,2020-05-29,193.3,1.9,24.0,95.5,4.3,82.5,4.8,88.4,8.9,53.7,17.4,10.9,323.9,109.0,24.7,44.1,23.4,192.8,69.8,462.6,2.5,5.2,1.4,203.7,2.1,73.6,7.8,134.0,250.1,1.2,298.8,182.4,3.2,337.1,33.8,113.9,3483.6000000000004,2020,5,29,4,2,6970.300000000001,-1.5883548878974365,7306.014285714286,6623.58,731831,8.300727220717588,1450038.8800714267,14636.62,146366.2,585464.8,245.17311033411852,0.4037577228366719,2190546,0.7758047357929561,1
Thiruvananthapuram,2020-05-30,5.3287,27.03,86.86,2.78,301.15681564388825,3078.7466348776184,0.2278651475883544,3.790631005788724,2327,2020-05-30,186.4,1.9,25.6,91.0,3.4,74.6,4.8,73.3,9.3,53.2,17.6,10.6,326.5,96.1,19.6,41.8,24.9,183.5,70.5,461.2,2.5,5.4,1.7,206.0,2.0,75.1,8.0,127.5,186.9,1.2,306.6,164.0,3.6,282.0,28.2,129.5,3306.0,2020,5,30,5,2,6612.0,-5.140381332223876,7206.800000000001,6646.9766666666665,260692,8.802629640529707,967604.7478195674,5213.84,52138.4,208553.6,461.4597435956835,0.2155357184162672,2203019,0.9412375042323865,1
Thiruvananthapuram,2020-05-31,5.8915,27.23,88.07,3.94,249.73370133051708,2553.9185660072176,0.1841215946829328,2.860683421839729,2328,2020-05-31,184.1,2.0,25.1,78.0,3.4,74.0,4.4,73.3,9.1,48.3,16.0,9.1,319.2,96.1,19.6,41.8,21.2,168.5,63.5,443.5,2.2,5.5,1.7,204.8,2.2,84.9,7.2,127.5,186.9,0.9,288.5,145.9,4.1,282.0,28.2,120.4,3193.1000000000004,2020,5,31,6,2,6386.200000000001,-3.415003024803376,7069.171428571429,6664.65,420156,6.114720167954851,557373.87055246,8403.12,84031.20000000001,336124.8,163.3234889399592,0.6030497924437087,1973832,0.0724162721463415,0
Thiruvananthapuram,2020-06-01,4.842,27.39,87.07,3.61,241.33120264978788,2466.919523359967,0.1838462953921675,2.8114872508835966,2329,2020-06-01,178.2,1.6,24.2,94.1,3.9,72.7,4.5,74.6,9.2,54.9,15.9,9.1,325.4,109.4,22.7,41.3,20.3,164.5,68.3,388.3,2.5,5.2,1.5,200.7,2.2,80.3,7.7,134.9,197.4,1.2,303.3,138.5,4.4,331.0,29.4,123.1,3246.4,2020,6,1,0,2,6492.8,1.669224264821012,6928.785714285716,6681.33,423992,6.42590874493392,566031.8842194325,8479.84,84798.40000000001,339193.6,164.3757559751813,0.599247162941342,251934,0.5342422059764451,0
Thiruvananthapuram,2020-06-02,3.4805,27.18,86.73,3.61,310.66454541812976,3176.1546364767623,0.2262529446429115,4.039883290228578,2330,2020-06-02,172.0,2.0,24.8,99.6,4.0,73.7,4.6,81.1,9.2,57.9,17.8,8.2,314.4,119.1,24.3,42.7,23.6,155.9,65.6,374.1,2.4,5.0,1.6,184.4,2.2,75.6,7.7,141.5,201.2,1.3,305.1,140.2,4.4,348.7,33.2,130.9,3255.8,2020,6,2,1,2,6515.799999999999,0.3542385411532622,6781.5,6701.130000000001,716771,5.638151432843342,639324.4194372416,14335.42,143354.2,573416.8,108.99384172860675,0.8969091210306375,1968831,0.8825334858196,1
Thiruvananthapuram,2020-06-03,5.6506,27.08,86.57,3.5,313.6845465959038,3207.1259654874643,0.2308179878029488,4.137346270936916,2331,2020-06-03,175.3,2.0,23.2,106.7,4.1,76.8,2.8,85.7,7.1,59.6,17.4,7.7,301.9,127.1,24.6,43.3,26.6,144.6,65.6,288.2,2.6,5.2,1.4,182.9,2.3,77.0,7.7,140.0,203.8,1.3,311.9,139.7,4.4,365.4,35.3,138.6,3205.5,2020,6,3,2,2,6415.300000000001,-1.542404616470705,6639.314285714287,6714.986666666667,763044,6.075606267127789,695625.6859777124,15260.88,152608.80000000002,610435.2,111.45569685000348,0.8775327518409178,625523,0.08250853444042128,0
Thiruvananthapuram,2020-06-04,5.4797,27.64,84.03,3.78,348.81831807760136,3567.7541219780264,0.2645036245518558,4.582115335423527,2332,2020-06-04,174.3,2.0,23.9,100.7,4.1,76.4,4.1,85.1,8.9,59.5,17.7,8.4,298.3,126.0,24.9,44.4,25.0,166.4,66.3,283.6,2.4,5.1,1.7,143.2,2.3,79.6,7.7,146.5,201.2,1.4,319.5,142.8,4.4,342.0,35.1,148.8,3179.4,2020,6,4,3,2,6363.1,-0.8136797967359444,6536.5,6723.79,743176,8.17585544223698,1040939.172635448,14863.52,148635.2,594540.8,172.58288289642155,0.5711575128229935,1040530,0.8245140468968338,1
Thiruvananthapuram,2020-06-05,4.0829,27.77,86.46,4.52,324.3144980561957,3316.573958372721,0.2453064743159736,4.187136047529455,2333,2020-06-05,181.6,1.9,26.0,74.0,3.9,74.9,4.9,81.0,10.0,61.1,17.4,8.8,288.9,121.4,25.3,42.8,24.7,177.3,66.4,335.2,2.5,5.3,1.7,149.8,2.2,84.5,7.6,151.0,198.0,1.4,321.4,149.2,3.2,284.9,32.9,141.3,3164.4,2020,6,5,4,2,6328.799999999999,-0.5390454338294437,6444.857142857143,6731.493333333333,314352,8.712480756097793,1031338.095481914,6287.04,62870.4,251481.6,407.6047931466611,0.2438398787573258,205486,0.35780135092827137,0
Thiruvananthapuram,2020-06-06,2.7454,27.43,82.67,4.59,273.06653265259115,2792.8550195045905,0.2092881796340456,3.4253800892322954,2334,2020-06-06,186.6,1.7,24.2,85.3,3.9,76.5,5.1,80.2,10.0,62.3,12.4,8.4,279.5,129.4,24.7,35.0,26.5,175.2,64.2,357.0,2.4,4.5,1.7,162.3,2.1,93.9,7.6,143.4,206.1,1.4,299.3,153.9,4.3,324.9,34.2,157.4,3247.5000000000005,2020,6,6,5,2,6495.000000000001,2.626090254076629,6428.142857142857,6743.356666666668,285999,5.125033247348235,510808.3963826607,5719.9800000000005,57199.8,228799.2,220.75619861549373,0.4479150180483378,1387983,0.32209470221933534,0
Bhopal,2020-05-15,6.2899,35.59,24.96,2.08,281.8991603902216,2879.8562655433675,0.2143210750888085,2.9989196322598706,2312,2020-05-15,181.9,2.0,22.2,100.6,3.4,79.4,4.2,72.0,7.5,49.7,13.9,10.0,306.3,120.4,21.9,43.2,23.2,209.5,71.9,405.5,2.3,5.1,1.6,202.9,2.1,81.2,8.5,121.2,219.7,1.2,303.5,156.8,3.9,339.7,30.1,145.2,3368.9,2020,5,15,4,2,6742.599999999999,1.589549652709743,6476.0,6003.933333333334,217955,10.577584795048192,1088361.4795283678,4359.1,43591.0,174364.0,621.6893278018213,0.1602076544163476,1073332,0.9774663863147858,1
Bhopal,2020-05-16,6.4428,35.42,24.51,2.25,293.8778807796024,3002.1393577453105,0.2121702088962662,3.175236474799966,2313,2020-05-16,185.5,1.9,22.1,101.9,3.5,76.5,4.3,73.3,7.6,53.0,16.2,8.9,306.5,128.5,22.4,43.8,25.9,204.1,71.2,405.1,2.2,5.1,1.5,205.5,2.4,81.3,8.5,129.8,225.2,0.9,296.5,152.8,3.9,350.6,30.5,151.7,3405.6,2020,5,16,5,2,6816.200000000001,1.09156705128588,6511.099999999999,6033.223333333333,270640,7.059175813404345,757205.5042542716,5412.8,54128.0,216512.0,347.22911628652065,0.2859352089338297,1239458,0.20085908986229417,0
Bhopal,2020-05-17,6.9024,35.48,23.73,1.81,312.96183204783614,3200.565600194744,0.238868522489879,3.766244306500447,2314,2020-05-17,177.6,1.9,21.5,101.6,3.4,75.7,3.8,75.7,7.3,51.4,16.3,9.1,299.7,128.2,20.6,43.0,26.3,192.5,63.7,404.9,2.4,4.8,1.5,204.5,2.2,81.3,8.5,135.7,220.8,0.9,277.3,144.2,3.9,361.1,28.0,149.0,3344.7,2020,5,17,6,2,6695.0,-1.77811683929463,6590.5142857142855,6057.35,396582,11.382852244719375,1300275.376739578,7931.64,79316.40000000001,317265.6,407.3381219834669,0.2439985880505945,2009891,0.6931939408226809,1
Bhopal,2020-05-18,6.8906,34.64,21.68,3.55,222.99702127311505,2278.668814254924,0.1590258863064431,2.463815608425709,2315,2020-05-18,174.1,1.9,27.6,105.9,3.8,76.3,4.2,78.7,7.4,52.9,14.9,10.3,303.5,135.5,22.4,43.3,26.9,169.2,63.3,418.3,2.6,5.0,1.5,205.3,2.1,83.4,8.5,142.3,225.6,1.3,270.5,149.5,3.9,367.1,30.6,157.7,3391.9,2020,5,18,0,2,6789.2,1.40702016430172,6685.128571428571,6089.726666666667,600573,11.772578845296444,958216.2555494582,12011.46,120114.6,480458.4,196.93792335599883,0.5014086285938327,397775,0.8214407280098664,0
Bhopal,2020-05-19,7.783,34.25,18.33,3.21,267.4625583268417,2732.640628746392,0.1974073712280035,3.1133584237305145,2316,2020-05-19,164.7,1.9,30.9,102.2,3.9,76.2,4.4,81.3,7.9,52.7,14.8,10.5,307.0,134.0,23.6,44.2,26.5,174.0,65.6,420.9,2.6,5.2,1.7,208.3,2.1,74.2,8.5,143.6,231.8,1.2,274.7,151.3,3.9,370.6,31.7,148.2,3401.3,2020,5,19,1,2,6808.099999999999,0.2783833146762227,6730.228571428571,6125.856666666668,625695,6.29821212273658,614855.6134397727,12513.9,125139.0,500556.0,120.33453068982745,0.8141020020906568,987494,0.041183495279271676,0
Bhopal,2020-05-20,8.4502,34.24,10.81,4.84,314.0457938884043,3215.0632596869136,0.2400729240189435,4.604665450162271,2317,2020-05-20,175.5,2.0,28.4,93.3,4.0,74.8,4.4,82.3,8.1,47.3,15.0,10.6,308.6,139.8,23.8,45.3,19.3,188.0,70.1,426.2,2.4,5.0,1.6,203.8,2.2,57.4,8.5,145.4,230.0,1.2,296.7,159.8,3.9,383.2,32.9,75.1,3371.2000000000003,2020,5,20,2,2,6747.1,-0.8959915394897044,6747.9,6159.816666666667,261476,8.234681035359625,943914.4342560648,5229.52,52295.2,209180.8,448.74334272364615,0.2216096828259443,1856940,0.6703854583544122,1
Bhopal,2020-05-21,8.1869,33.98,13.49,3.93,484.4608548279167,4956.921158773319,0.3787740493182112,6.39677026960725,2318,2020-05-21,186.9,2.1,20.2,81.6,4.2,78.0,4.5,84.8,8.2,47.3,16.6,10.6,316.6,142.4,24.3,43.4,17.4,196.5,71.2,434.5,2.8,4.4,1.5,207.2,2.3,70.0,8.5,160.4,233.5,1.1,302.2,166.9,3.9,382.7,33.7,51.5,3419.3,2020,5,21,3,2,6843.2,1.4243156319011074,6777.342857142857,6201.990000000001,506955,5.0086228461649815,885665.8225307578,10139.1,101391.0,405564.0,215.87880643517616,0.4579193774484145,1338356,0.951549974355327,1
Bhopal,2020-05-22,8.0878,35.11,17.47,4.8,309.5809210920232,3166.017998627707,0.2399508697316888,3.8626216955439454,2319,2020-05-22,192.3,2.0,21.7,92.5,4.5,79.2,4.5,91.7,8.6,52.5,16.3,10.3,317.1,154.5,24.8,44.9,23.5,201.3,72.4,442.1,2.4,4.7,1.7,209.3,2.3,77.2,8.5,168.2,237.2,1.3,306.5,173.3,3.9,402.6,35.2,78.3,3565.1,2020,5,22,4,2,7134.4,4.255319148936176,6833.314285714286,6246.483333333334,367280,9.18829085585699,1038249.6344424316,7345.6,73456.0,293824.0,350.8576680061641,0.282999104698637,1401193,0.12421996672805935,0
Bhopal,2020-05-23,7.8552,36.32,19.29,4.7,380.9419243993407,3896.9444239727577,0.2933331639016568,4.962811838029397,2320,2020-05-23,195.9,1.5,23.6,98.6,4.6,79.4,4.6,95.2,8.1,54.7,16.5,10.7,315.2,158.0,24.1,41.2,27.3,201.2,74.0,443.5,2.5,5.1,1.4,216.6,2.1,84.5,8.5,171.0,244.1,1.3,311.9,168.1,3.9,417.5,36.1,102.9,3651.1,2020,5,23,5,2,7306.5,2.4122561112357,6903.357142857143,6295.37,795468,9.251145137838698,1286314.3965726453,15909.36,159093.6,636374.4,199.6317005480807,0.4947265668245933,1089465,0.8962213026850383,1
