city,date,irradiance,temperature,humidity,wind_speed
Ranchi,20230721,3.8556,26.91,82.95,3.87
Ranchi,20230722,3.5218,26.84,82.74,4.73
Ranchi,20230723,4.3603,27.07,81.66,4.51
Ranchi,20230724,5.8994,27.54,77.16,3.03
Ranchi,20230725,5.6834,27.84,73.87,2.61
Ranchi,20230726,4.4136,27.43,78.18,3.32
Ranchi,20230727,4.2797,27.8,78.49,3.55
Ranchi,20230728,4.2235,28.77,76.32,2.02
Ranchi,20230729,4.6685,28.74,77.44,1.13
Ranchi,20230730,2.9599,27.11,83.98,2.52
Ranchi,20230731,4.8842,27.18,83.8,2.41
Ranchi,20230801,2.2889,27.41,86.25,2.53
Ranchi,20230802,1.4011,26.36,92.77,3.64
Ranchi,20230803,2.2668,26.43,88.38,3.56
Ranchi,20230804,2.3182,25.14,86.28,5.04
Ranchi,20230805,2.1173,25.93,85.78,4.38
Ranchi,20230806,2.0143,26.34,84.95,3.61
Ranchi,20230807,1.368,25.52,87.72,3.21
Ranchi,20230808,2.3506,25.33,86.68,3.25
Ranchi,20230809,2.075,24.78,87.69,3.04
Ranchi,20230810,4.0536,24.92,83.38,2.33
Ranchi,20230811,3.7759,24.68,87.58,2.11
Ranchi,20230812,4.0394,25.34,85.9,2.45
Ranchi,20230813,3.2724,25.81,85.37,1.7
Ranchi,20230814,3.8789,26.05,84.6,1.02
Ranchi,20230815,3.6036,26.16,85.11,0.9
Ranchi,20230816,3.5018,26.22,84.84,1.78
Ranchi,20230817,2.1204,25.83,88.08,1.94
Ranchi,20230818,5.1204,26.04,87.87,2.92
Ranchi,20230819,3.9468,25.98,88.11,3.85
Ranchi,20230820,4.5967,26.39,86.2,2.81
Ranchi,20230821,4.8583,26.71,83.1,1.51
Ranchi,20230822,3.4351,26.21,86.97,1.83
Ranchi,20230823,3.3209,25.91,89.61,2.02
Ranchi,20230824,2.0794,25.07,91.34,1.93
Ranchi,20230825,3.0017,24.85,86.33,3.01
Ranchi,20230826,4.4503,25.28,84.88,2.99
Ranchi,20230827,5.0095,25.68,83.43,3.14
Ranchi,20230828,5.1473,24.83,83.06,2.33
Ranchi,20230829,4.6073,25.09,81.48,1.78
Ranchi,20230830,5.0909,25.51,83.1,1.74
Ranchi,20230831,5.4146,26.04,82.58,1.25
Ranchi,20230901,5.2498,26.69,82.01,1.52
Ranchi,20230902,4.7021,26.45,83.98,1.73
Ranchi,20230903,4.1921,26.54,85.37,1.55
Ranchi,20230904,1.8341,24.75,92.19,2.85
Ranchi,20230905,3.151,24.91,90.66,3.44
Ranchi,20230906,3.6878,24.96,90.96,2.34
Ranchi,20230907,3.2558,24.89,90.53,2.36
Ranchi,20230908,2.5277,24.89,90.08,2.86
Ranchi,20230909,3.5628,25.33,88.28,2.32
Ranchi,20230910,4.9985,25.76,87.88,1.81
Ranchi,20230911,5.2757,25.92,87.31,1.59
Ranchi,20230912,5.1622,26.33,84.57,1.33
Ranchi,20230913,5.3417,25.52,88.94,1.52
Ranchi,20230914,3.0708,25.21,90.84,3.43
Ranchi,20230915,3.3082,25.3,91.1,4.13
Ranchi,20230916,3.8786,25.51,88.33,1.99
Ranchi,20230917,4.6318,25.94,85.22,1.06
Ranchi,20230918,4.7398,26.37,86.1,1.01
Ranchi,20230919,4.1131,25.6,89.3,1.64
Ranchi,20230920,3.4087,25.21,91.16,2.1
Ranchi,20230921,2.005,25.4,91.62,1.22
Ranchi,20230922,1.4818,25.09,92.37,1.65
Ranchi,20230923,2.5699,25.25,90.58,2.95
Ranchi,20230924,3.8935,25.2,87.0,2.04
Ranchi,20230925,3.8558,24.87,85.73,1.03
Ranchi,20230926,3.4238,25.16,87.16,1.08
Ranchi,20230927,3.2136,25.21,88.77,0.91
Ranchi,20230928,3.1543,25.67,86.71,0.94
Ranchi,20230929,4.4772,24.93,92.02,1.29
Ranchi,20230930,3.2914,24.61,92.52,1.88
Ranchi,20231001,0.7109,24.42,96.07,2.97
Ranchi,20231002,2.1048,24.69,93.94,2.86
Ranchi,20231003,1.8679,24.81,91.54,2.47
Ranchi,20231004,1.8847,24.61,93.01,2.55
Ranchi,20231005,2.7149,23.37,91.41,2.36
Ranchi,20231006,4.0416,24.58,89.76,2.05
Ranchi,20231007,5.2159,24.95,89.27,1.03
Ranchi,20231008,5.1206,23.9,82.09,1.48
Ranchi,20231009,5.2198,23.83,85.56,1.92
Ranchi,20231010,5.2493,24.12,85.05,1.74
Ranchi,20231011,5.521,23.7,82.6,1.97
Ranchi,20231012,5.2296,23.67,75.71,1.46
Ranchi,20231013,5.1324,23.34,75.81,1.29
Ranchi,20231014,5.5411,22.01,74.69,1.5
Ranchi,20231015,5.2049,22.12,77.14,1.59
Ranchi,20231016,4.5842,22.77,74.65,1.38
Ranchi,20231017,4.0133,22.24,79.14,1.38
Ranchi,20231018,4.6637,21.57,84.97,1.33
Ranchi,20231019,5.0777,21.07,81.3,1.41
Ranchi,20231020,5.1605,20.62,76.64,1.27
Ranchi,20231021,5.5478,20.09,68.88,1.23
Ranchi,20231022,5.508,19.8,69.02,1.18
Ranchi,20231023,4.1918,20.94,69.45,0.88
Ranchi,20231024,4.7069,20.8,79.53,1.26
Ranchi,20231025,4.8694,20.61,79.71,1.3
Ranchi,20231026,4.5355,20.0,73.7,1.09
Ranchi,20231027,4.1369,19.91,64.64,0.8
Ranchi,20231028,4.5014,19.78,68.95,1.18
Ranchi,20231029,4.7201,19.8,70.35,1.28
Ranchi,20231030,4.843,20.05,72.86,1.16
Ranchi,20231031,4.753,20.44,78.5,1.15
Ranchi,20231101,4.6094,20.97,74.89,0.71
Ranchi,20231102,4.0817,20.8,75.38,0.98
Ranchi,20231103,2.623,21.82,74.24,0.78
Ranchi,20231104,2.927,21.48,77.93,0.91
Ranchi,20231105,3.7956,20.64,67.41,0.85
Ranchi,20231106,4.0627,19.35,63.71,1.38
Ranchi,20231107,3.642,18.92,65.63,1.42
Ranchi,20231108,4.0637,17.48,66.66,1.59
Ranchi,20231109,3.9317,18.84,68.04,1.7
Ranchi,20231110,3.9982,19.6,67.32,1.39
Ranchi,20231111,3.7123,20.12,70.02,1.33
Ranchi,20231112,3.1039,19.78,74.31,1.15
Ranchi,20231113,3.6106,18.98,72.79,0.99
Ranchi,20231114,4.2974,18.39,68.74,1.12
Ranchi,20231115,4.6066,18.13,70.08,1.36
Ranchi,20231116,4.1978,18.02,78.83,1.23
Ranchi,20231117,2.7149,19.47,88.63,1.8
Ranchi,20231118,4.5862,20.19,83.11,1.31
Ranchi,20231119,4.5653,19.85,77.12,0.9
Ranchi,20231120,4.2202,18.95,75.88,1.36
Ranchi,20231121,3.7517,17.72,75.53,1.34
Ranchi,20231122,3.7286,16.93,74.14,1.42
Ranchi,20231123,3.4663,17.29,67.75,0.83
Ranchi,20231124,3.3727,17.93,62.46,0.64
Ranchi,20231125,3.7709,16.79,61.7,0.95
Ranchi,20231126,4.188,17.29,64.52,0.86
Ranchi,20231127,3.1841,16.52,74.45,0.77
Ranchi,20231128,3.4318,16.93,66.23,1.08
Ranchi,20231129,3.8369,19.02,63.86,1.2
Ranchi,20231130,3.887,19.84,70.67,1.06
Ranchi,20231201,3.3972,19.96,76.22,0.71
Ranchi,20231202,2.9813,19.52,77.77,0.97
Ranchi,20231203,3.5165,20.24,75.83,1.17
Ranchi,20231204,2.623,20.67,72.63,0.97
Ranchi,20231205,1.5744,19.56,78.51,0.84
Ranchi,20231206,0.863,17.29,92.77,1.7
Ranchi,20231207,0.8054,17.06,94.26,1.96
Ranchi,20231208,2.9287,17.07,88.16,1.86
Ranchi,20231209,3.6367,15.53,81.98,1.75
Ranchi,20231210,3.8875,14.14,69.78,1.91
Ranchi,20231211,4.0099,13.82,62.45,1.36
Ranchi,20231212,4.0692,13.98,61.85,1.23
Ranchi,20231213,3.8448,13.64,68.78,1.6
Ranchi,20231214,3.5316,13.07,60.64,1.42
Ranchi,20231215,3.8534,13.52,55.08,1.29
Ranchi,20231216,3.8117,13.22,56.72,1.37
Ranchi,20231217,3.8614,13.48,57.62,1.1
Ranchi,20231218,3.5734,12.08,64.73,1.52
Ranchi,20231219,3.612,11.89,63.52,1.64
Ranchi,20231220,3.5887,10.97,61.52,1.54
Ranchi,20231221,3.8218,13.31,59.81,0.94
Ranchi,20231222,3.5582,14.68,60.06,0.82
Ranchi,20231223,2.5586,15.19,74.08,0.72
Ranchi,20231224,4.0613,14.86,77.31,1.27
Ranchi,20231225,4.0901,15.17,73.17,1.37
Ranchi,20231226,3.4908,15.66,68.15,0.78
Ranchi,20231227,2.9062,15.23,74.43,0.99
Ranchi,20231228,2.8666,15.49,66.39,0.56
Ranchi,20231229,3.4843,15.27,66.53,0.67
Ranchi,20231230,3.6631,14.55,66.61,1.01
Ranchi,20231231,3.3026,14.35,63.11,1.06
Ranchi,20240101,3.5628,14.37,65.19,1.61
Ranchi,20240102,3.7366,15.27,68.38,1.27
Ranchi,20240103,3.6547,15.27,77.79,1.15
Ranchi,20240104,2.9683,16.47,75.93,1.13
Ranchi,20240105,2.0659,16.8,75.37,0.65
Ranchi,20240106,0.9624,15.95,76.2,1.4
Ranchi,20240107,1.6932,15.74,75.03,1.32
Ranchi,20240108,1.9457,15.82,70.84,1.5
Ranchi,20240109,3.7334,15.75,67.25,1.74
Ranchi,20240110,3.3377,16.04,73.63,1.98
Ranchi,20240111,3.7253,14.48,75.34,2.27
Ranchi,20240112,4.2653,12.45,53.88,2.05
Ranchi,20240113,3.9881,11.38,50.5,2.23
Ranchi,20240114,3.9408,11.3,50.5,1.85
Ranchi,20240115,4.0632,12.19,48.18,1.57
Ranchi,20240116,3.7493,13.75,47.16,1.01
Ranchi,20240117,2.0071,13.67,74.51,1.66
Ranchi,20240118,0.5707,14.91,80.68,1.55
Ranchi,20240119,2.5022,13.24,74.49,1.22
Ranchi,20240120,3.317,13.29,67.96,1.48
Ranchi,20240121,3.3566,12.38,57.99,2.18
Ranchi,20240122,4.0992,11.78,54.3,1.57
Ranchi,20240123,3.5693,13.47,54.35,1.38
Ranchi,20240124,3.0043,12.64,56.44,1.34
Ranchi,20240125,4.1143,11.24,49.54,1.42
Ranchi,20240126,4.3176,12.08,47.14,1.59
Ranchi,20240127,4.3114,13.72,45.92,1.51
Ranchi,20240128,3.9182,13.39,50.75,1.81
Ranchi,20240129,3.8422,15.99,47.33,1.21
Ranchi,20240130,3.5114,15.82,51.94,1.14
Ranchi,20240131,3.1373,16.63,54.2,1.04
Ranchi,20240201,0.9415,17.33,59.07,1.03
Ranchi,20240202,3.2892,16.41,57.78,2.21
Ranchi,20240203,4.9327,15.6,50.28,2.82
Ranchi,20240204,4.3423,16.67,50.47,2.47
Ranchi,20240205,3.9365,18.35,57.82,1.65
Ranchi,20240206,3.3082,18.47,68.59,2.22
Ranchi,20240207,4.8199,16.88,53.82,2.97
Ranchi,20240208,5.2282,14.44,41.51,3.33
Ranchi,20240209,5.6666,13.59,40.66,1.31
Ranchi,20240210,5.3602,15.13,35.3,1.35
Ranchi,20240211,4.0606,18.27,37.11,1.11
Ranchi,20240212,3.9043,19.62,50.34,1.09
Ranchi,20240213,0.9742,18.64,77.51,1.83
Ranchi,20240214,3.0994,19.67,71.5,1.86
Ranchi,20240215,2.7079,18.73,72.98,1.74
Ranchi,20240216,4.483,18.5,61.88,1.53
Ranchi,20240217,5.2104,17.44,49.13,2.24
Ranchi,20240218,5.2776,18.18,45.31,1.92
Ranchi,20240219,4.494,19.89,46.54,1.53
Ranchi,20240220,4.2367,21.25,49.71,2.07
Ranchi,20240221,4.0366,21.3,49.23,2.62
Ranchi,20240222,3.8338,20.43,56.89,2.53
Ranchi,20240223,5.1022,18.69,56.44,1.49
Ranchi,20240224,3.659,18.55,49.9,1.18
Ranchi,20240225,3.2275,18.87,60.18,1.63
Ranchi,20240226,4.2276,20.32,59.86,1.08
Ranchi,20240227,3.93,20.8,63.07,1.03
Ranchi,20240228,5.0686,19.96,64.51,2.54
Ranchi,20240229,6.0689,19.17,49.46,2.26
Ranchi,20240301,6.0689,20.82,47.07,1.78
Ranchi,20240302,5.5507,22.13,42.54,1.3
Ranchi,20240303,1.5689,21.64,55.18,1.51
Ranchi,20240304,4.0022,21.48,66.47,1.97
Ranchi,20240305,5.9057,19.26,48.67,2.53
Ranchi,20240306,6.5443,19.12,41.02,2.38
Ranchi,20240307,5.699,19.9,44.09,1.93
Ranchi,20240308,6.5933,19.31,41.99,2.25
Ranchi,20240309,6.6504,19.13,42.75,2.54
Ranchi,20240310,6.5993,19.35,38.14,2.02
Ranchi,20240311,6.259,23.12,33.73,1.35
Ranchi,20240312,6.2522,23.05,43.12,2.13
Ranchi,20240313,5.8171,25.04,39.78,1.31
Ranchi,20240314,5.9395,23.46,45.35,1.73
Ranchi,20240315,6.125,23.87,38.89,1.17
Ranchi,20240316,4.6092,23.08,50.55,1.24
Ranchi,20240317,4.849,24.01,52.03,1.12
Ranchi,20240318,4.1198,23.06,62.65,1.22
Ranchi,20240319,2.5109,22.17,60.82,1.49
Ranchi,20240320,3.0883,19.36,73.44,1.69
Ranchi,20240321,3.0926,18.89,64.87,2.4
Ranchi,20240322,6.2575,20.79,57.21,1.83
Ranchi,20240323,6.552,23.86,43.85,2.34
Ranchi,20240324,6.0734,24.61,37.51,2.09
Ranchi,20240325,4.2269,26.1,35.8,1.44
Ranchi,20240326,6.2647,24.71,42.3,2.41
Ranchi,20240327,6.5657,25.52,34.75,2.04
Ranchi,20240328,5.7391,26.98,34.79,2.24
Ranchi,20240329,6.0012,28.47,37.48,1.85
Ranchi,20240330,4.6332,29.45,36.04,1.42
Ranchi,20240331,6.101,28.47,42.9,2.92
Ranchi,20240401,7.0822,27.04,40.07,3.5
Ranchi,20240402,7.0382,26.44,35.49,2.41
Ranchi,20240403,6.912,28.02,32.38,1.81
Ranchi,20240404,5.8351,29.31,32.55,2.24
Ranchi,20240405,6.6276,28.87,30.07,2.89
Ranchi,20240406,6.5503,28.85,32.18,1.72
Ranchi,20240407,2.7497,27.85,37.5,2.43
Ranchi,20240408,3.3408,25.85,44.52,3.93
Ranchi,20240409,6.3089,26.71,36.89,2.34
Ranchi,20240410,4.8564,27.38,37.44,2.24
Ranchi,20240411,3.0674,26.29,40.59,1.44
Ranchi,20240412,4.8403,26.37,40.58,1.49
Ranchi,20240413,5.2354,27.72,32.32,1.69
Ranchi,20240414,4.4395,28.71,38.19,1.89
Ranchi,20240415,5.7437,30.04,34.07,2.28
Ranchi,20240416,5.9866,31.35,29.72,2.48
Ranchi,20240417,6.9314,31.29,27.67,3.53
Ranchi,20240418,7.4748,30.56,21.33,3.62
Ranchi,20240419,7.3279,31.83,23.03,3.65
Ranchi,20240420,7.1419,32.43,22.64,4.06
Ranchi,20240421,6.5328,32.22,22.27,3.27
Ranchi,20240422,2.4216,30.09,28.96,3.91
Ranchi,20240423,5.1677,31.64,31.5,4.19
Ranchi,20240424,7.0548,31.05,28.68,3.69
Ranchi,20240425,7.1227,30.69,20.97,2.76
Ranchi,20240426,6.9962,32.3,19.24,2.26
Ranchi,20240427,6.2182,32.41,23.96,3.17
Ranchi,20240428,5.891,32.45,29.05,2.59
Ranchi,20240429,7.1592,32.91,27.27,2.91
Ranchi,20240430,7.0128,33.84,22.34,4.39
Ranchi,20240501,6.6677,33.03,20.31,2.51
Ranchi,20240502,7.6152,30.6,12.74,2.92
Ranchi,20240503,7.7645,29.6,12.09,2.41
Ranchi,20240504,6.5335,31.06,10.41,1.5
Ranchi,20240505,7.0356,32.02,13.16,2.48
Ranchi,20240506,5.5639,33.64,18.19,2.16
Ranchi,20240507,5.5459,31.49,31.08,2.26
Ranchi,20240508,6.2794,30.56,39.74,2.46
Ranchi,20240509,4.1285,29.9,45.52,2.19
Ranchi,20240510,6.0847,29.56,51.44,2.8
Ranchi,20240511,4.4921,30.48,48.13,2.79
Ranchi,20240512,5.8766,29.39,53.56,1.76
Ranchi,20240513,4.8905,29.78,50.16,1.8
Ranchi,20240514,6.277,30.6,41.9,1.71
Ranchi,20240515,5.7331,30.68,35.08,1.24
Ranchi,20240516,4.7609,31.72,32.59,1.52
Ranchi,20240517,4.8408,30.34,36.08,3.11
Ranchi,20240518,3.251,31.73,33.49,2.64
Ranchi,20240519,5.2522,32.83,33.75,2.5
Ranchi,20240520,6.3425,31.2,46.48,3.14
Ranchi,20240521,5.6945,30.64,47.48,1.94
Ranchi,20240522,5.0258,31.29,43.98,1.85
Ranchi,20240523,5.0513,29.31,58.27,2.86
Ranchi,20240524,7.1057,29.91,55.75,2.41
Ranchi,20240525,6.6324,31.66,52.48,1.23
Ranchi,20240526,6.0876,31.34,53.05,3.55
Ranchi,20240527,5.905,31.8,53.71,3.55
Ranchi,20240528,6.1838,34.37,34.38,2.7
Ranchi,20240529,6.8114,36.1,24.54,2.96
Ranchi,20240530,5.94,36.82,24.81,2.99
Ranchi,20240531,4.9097,36.11,29.91,2.55
Ranchi,20240601,4.9901,33.29,44.28,3.24
Ranchi,20240602,5.0376,33.19,45.83,2.81
Ranchi,20240603,5.9976,32.69,42.6,4.15
Ranchi,20240604,6.1375,33.65,39.57,3.2
Ranchi,20240605,6.1358,33.42,40.85,3.21
Ranchi,20240606,5.0191,33.32,37.49,2.11
Ranchi,20240607,6.4286,33.49,30.45,2.22
Ranchi,20240608,6.0487,34.19,32.0,3.17
Ranchi,20240609,6.6955,34.93,34.47,3.0
Ranchi,20240610,5.681,35.27,32.33,2.54
Ranchi,20240611,6.8854,35.32,23.52,1.79
Ranchi,20240612,5.9256,35.4,25.77,2.71
Ranchi,20240613,5.879,35.62,24.47,3.23
Ranchi,20240614,6.1666,36.08,28.07,3.49
Ranchi,20240615,5.3995,36.13,32.93,3.44
Ranchi,20240616,5.6954,34.72,41.71,4.03
Ranchi,20240617,5.1307,34.89,40.34,4.52
Ranchi,20240618,4.771,36.22,35.39,4.34
Ranchi,20240619,4.753,32.37,54.72,4.09
Ranchi,20240620,4.638,29.64,67.46,1.94
Ranchi,20240621,4.0306,28.83,69.54,1.73
Ranchi,20240622,5.1384,29.44,63.92,2.26
Ranchi,20240623,5.4137,29.86,62.1,2.59
Ranchi,20240624,6.4423,30.5,59.27,2.52
Ranchi,20240625,4.9049,29.47,68.48,2.58
Ranchi,20240626,5.6323,28.54,74.78,1.9
Ranchi,20240627,5.6158,28.26,75.89,2.27
Ranchi,20240628,5.3546,27.8,77.3,1.51
Ranchi,20240629,3.69,28.47,76.37,1.0
Ranchi,20240630,3.984,27.49,82.08,2.25
Ranchi,20240701,2.6179,26.87,80.99,3.26
Ranchi,20240702,1.7813,26.95,80.54,3.44
Ranchi,20240703,3.2047,26.54,84.63,2.21
Ranchi,20240704,3.4678,27.06,83.51,2.32
Ranchi,20240705,3.319,26.93,82.49,3.38
Ranchi,20240706,4.7971,26.47,83.04,2.73
Ranchi,20240707,4.8778,26.52,82.97,1.95
Ranchi,20240708,5.6635,27.23,79.27,1.93
Ranchi,20240709,6.2621,28.12,76.3,2.0
Ranchi,20240710,4.9176,27.65,80.0,1.65
Ranchi,20240711,3.7908,27.22,83.63,2.62
Ranchi,20240712,3.2011,26.84,86.28,1.45
Ranchi,20240713,4.2684,26.53,86.11,2.51
Ranchi,20240714,4.1323,27.01,84.31,3.29
Ranchi,20240715,4.2175,26.64,83.05,3.68
Ranchi,20240716,4.0865,26.21,86.04,3.19
Ranchi,20240717,5.1478,27.09,84.2,2.32
Ranchi,20240718,5.8793,26.77,84.4,2.08
Ranchi,20240719,5.4619,27.48,81.54,3.05
Ranchi,20240720,3.913,27.52,83.26,3.92
Ranchi,20240721,3.3766,26.5,87.58,3.41
Ranchi,20240722,4.6116,27.85,84.07,2.51
Ranchi,20240723,2.6998,27.83,84.15,1.84
Ranchi,20240724,3.6218,27.6,84.15,2.46
Ranchi,20240725,4.3188,27.75,83.79,1.18
Ranchi,20240726,5.2171,27.27,87.22,1.82
Ranchi,20240727,3.6302,27.58,87.19,2.49
Ranchi,20240728,4.3786,27.52,85.38,2.67
Ranchi,20240729,4.4506,27.29,85.25,1.89
Ranchi,20240730,3.9931,26.48,86.54,1.58
Ranchi,20240731,3.1978,26.94,88.44,1.39
Ranchi,20240801,3.0883,27.02,86.57,0.95
Ranchi,20240802,1.1707,25.23,92.37,4.33
Ranchi,20240803,1.9622,24.97,91.87,4.29
Ranchi,20240804,3.738,25.7,88.26,3.9
Ranchi,20240805,4.1858,25.07,89.92,1.78
Ranchi,20240806,2.8586,25.39,92.12,1.85
Ranchi,20240807,3.7541,25.15,90.85,2.09
Ranchi,20240808,3.5825,25.84,90.35,2.29
Ranchi,20240809,3.7442,25.93,90.08,2.5
Ranchi,20240810,4.1062,24.77,91.9,3.39
Ranchi,20240811,3.5844,25.92,88.03,1.69
Ranchi,20240812,4.6853,26.41,87.26,1.22
Ranchi,20240813,4.4338,26.01,90.44,1.42
Ranchi,20240814,4.2276,26.4,88.31,1.15
Ranchi,20240815,4.4784,25.82,89.18,1.45
Ranchi,20240816,5.0155,26.21,89.71,1.5
Ranchi,20240817,5.8406,26.85,83.43,0.83
Ranchi,20240818,4.7676,26.12,88.72,1.45
Ranchi,20240819,4.7297,26.39,89.29,1.84
Ranchi,20240820,4.9198,26.14,90.64,1.97
Ranchi,20240821,5.0129,26.25,90.88,1.64
Ranchi,20240822,3.4603,25.72,93.49,0.71
Ranchi,20240823,2.5147,24.64,93.61,2.01
Ranchi,20240824,4.3553,24.95,91.28,2.78
Ranchi,20240825,4.7983,24.93,91.57,1.81
Ranchi,20240826,3.8484,25.32,86.88,1.18
Ranchi,20240827,3.2998,24.84,94.15,1.3
Ranchi,20240828,4.1285,25.03,90.23,1.19
Ranchi,20240829,5.0926,25.1,90.92,1.73
Ranchi,20240830,5.8198,25.77,88.04,1.38
Ranchi,20240831,5.1432,25.78,89.44,2.02
Ranchi,20240901,3.4207,25.31,91.5,3.26
Ranchi,20240902,4.1431,25.48,91.43,2.99
Ranchi,20240903,5.327,25.34,91.14,2.1
Ranchi,20240904,5.1108,26.25,85.33,0.98
Ranchi,20240905,4.1645,25.99,89.08,1.21
Ranchi,20240906,5.0095,25.51,91.39,1.48
Ranchi,20240907,5.635,26.47,87.4,1.0
Ranchi,20240908,5.1758,26.02,88.97,1.25
Ranchi,20240909,3.7282,25.65,91.86,2.96
Ranchi,20240910,3.8441,25.97,92.01,3.96
Ranchi,20240911,4.4114,25.9,92.12,2.87
Ranchi,20240912,4.8905,26.44,86.4,1.61
Ranchi,20240913,4.6481,24.91,94.85,2.38
Ranchi,20240914,1.8242,24.45,93.44,4.34
Ranchi,20240915,2.2229,24.31,95.62,5.63
Ranchi,20240916,0.9878,23.54,95.79,5.7
Ranchi,20240917,3.3149,24.6,94.99,5.23
Ranchi,20240918,5.7631,24.1,90.43,2.76
Ranchi,20240919,5.5694,24.97,86.93,1.0
Ranchi,20240920,5.5349,25.51,88.53,1.37
Ranchi,20240921,5.311,25.84,89.59,1.38
Ranchi,20240922,4.7222,24.84,93.19,1.64
Ranchi,20240923,5.0498,26.09,86.42,1.31
Ranchi,20240924,4.1477,25.43,92.76,1.65
Ranchi,20240925,2.1521,24.31,92.97,2.62
Ranchi,20240926,2.2169,24.15,94.01,2.97
Ranchi,20240927,2.5558,24.61,93.14,4.0
Ranchi,20240928,4.5346,25.18,91.72,2.18
Ranchi,20240929,4.5526,25.69,88.44,1.42
Ranchi,20240930,4.7974,25.48,90.51,1.99
Ranchi,20241001,4.4702,25.47,90.69,1.97
Ranchi,20241002,3.7658,24.25,89.62,2.29
Ranchi,20241003,4.0913,24.57,91.86,2.58
Ranchi,20241004,4.2002,24.8,90.79,2.58
Ranchi,20241005,5.159,24.14,88.56,1.9
Ranchi,20241006,4.2713,24.42,80.29,0.61
Ranchi,20241007,3.6552,23.92,86.61,1.13
Ranchi,20241008,3.463,24.12,89.04,1.17
Ranchi,20241009,3.9,24.39,87.9,1.28
Ranchi,20241010,3.6943,24.49,87.92,1.4
Ranchi,20241011,3.9478,24.07,85.21,1.52
Ranchi,20241012,4.541,23.2,83.62,1.34
Ranchi,20241013,4.1273,23.53,83.46,1.23
Ranchi,20241014,4.0344,23.88,83.78,0.83
Ranchi,20241015,3.8904,24.18,85.25,0.64
Ranchi,20241016,3.3038,24.32,85.72,0.74
Ranchi,20241017,2.5517,24.19,88.53,0.89
Ranchi,20241018,2.9158,23.8,85.42,1.21
Ranchi,20241019,4.2722,23.93,77.55,0.97
Ranchi,20241020,3.8333,23.59,72.1,0.81
Ranchi,20241021,4.1825,21.76,79.83,1.42
Ranchi,20241022,4.6925,21.03,86.82,1.88
Ranchi,20241023,4.4198,21.67,88.54,1.63
Ranchi,20241024,1.4426,22.16,91.23,2.81
Ranchi,20241025,1.3735,21.96,93.63,4.57
Ranchi,20241026,0.7582,22.97,91.2,2.83
Ranchi,20241027,2.3676,22.67,90.95,1.41
Ranchi,20241028,3.5038,23.31,89.15,1.59
Ranchi,20241029,4.0913,23.87,82.37,0.6
Ranchi,20241030,3.7721,24.12,86.88,0.77
Ranchi,20241031,4.8662,22.87,82.39,1.38
Ranchi,20241101,4.8624,21.8,80.13,1.15
Ranchi,20241102,4.1666,21.33,77.38,1.09
Ranchi,20241103,3.8563,21.13,68.52,0.83
Ranchi,20241104,3.5983,21.13,69.87,0.84
Ranchi,20241105,3.4865,20.94,74.98,0.74
Ranchi,20241106,3.7961,21.1,78.86,0.79
Ranchi,20241107,3.7829,21.37,79.12,0.68
Ranchi,20241108,3.6418,21.54,79.16,0.8
Ranchi,20241109,3.767,20.95,81.47,0.81
Ranchi,20241110,3.3811,20.96,79.44,0.94
Ranchi,20241111,3.9269,20.4,83.85,1.07
Ranchi,20241112,4.0426,20.72,79.71,0.91
Ranchi,20241113,3.6746,20.22,73.94,0.7
Ranchi,20241114,3.792,19.03,79.08,1.18
Ranchi,20241115,4.1527,17.24,83.1,1.57
Ranchi,20241116,4.1897,16.73,80.96,1.56
Ranchi,20241117,4.0061,16.61,80.71,1.89
Ranchi,20241118,4.0476,16.69,76.28,1.53
Ranchi,20241119,3.7243,16.24,83.66,1.61
Ranchi,20241120,3.6907,16.21,83.46,1.32
Ranchi,20241121,3.3806,17.09,75.02,0.88
Ranchi,20241122,3.4421,17.13,75.16,0.63
Ranchi,20241123,3.3096,16.62,79.36,0.98
Ranchi,20241124,3.065,15.38,82.57,1.28
Ranchi,20241125,2.9714,16.36,75.26,0.87
Ranchi,20241126,3.4524,15.69,78.87,1.38
Ranchi,20241127,3.5261,15.47,72.68,1.23
Ranchi,20241128,3.2316,15.45,72.77,1.38
Ranchi,20241129,4.1717,15.5,73.99,1.15
Ranchi,20241130,3.1812,16.53,72.82,1.11
Ranchi,20241201,2.9122,16.75,77.28,0.97
Ranchi,20241202,2.4977,17.06,82.7,0.79
Ranchi,20241203,3.4843,18.43,77.65,0.92
Ranchi,20241204,3.6701,17.25,74.27,1.56
Ranchi,20241205,4.415,16.16,70.55,1.92
Ranchi,20241206,4.2199,15.58,70.19,1.77
Ranchi,20241207,4.1244,15.64,65.88,1.15
Ranchi,20241208,3.5134,16.45,75.73,1.26
Ranchi,20241209,1.1573,17.1,90.62,2.1
Ranchi,20241210,2.7926,13.65,78.69,1.82
Ranchi,20241211,3.4118,11.73,70.07,1.27
Ranchi,20241212,4.0973,12.88,65.6,1.34
Ranchi,20241213,3.7673,11.59,66.63,1.89
Ranchi,20241214,4.1582,11.47,58.77,1.51
Ranchi,20241215,4.043,11.82,60.16,1.25
Ranchi,20241216,3.6163,13.36,55.48,1.05
Ranchi,20241217,3.6401,14.48,58.73,0.88
Ranchi,20241218,3.8993,15.12,57.97,0.92
Ranchi,20241219,3.9077,15.81,61.6,0.92
Ranchi,20241220,3.4982,17.0,66.99,0.92
